"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"182","Lifeproof fre Waterproof Case for iPhone 5/5S - Turquoise/Teal New! - Full read by eBay http://t.co/hbzSm2IhyR http://t.co/8PRoLeQJyR",FALSE,0,NA,2015-07-04 12:13:18,FALSE,NA,"617305181768818688",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Haijdo__Xeofzi",0,FALSE,FALSE,NA,NA
"183","Apple iPhone 5s - 16GB - Gold (Factory Unlocked) Smartphone EXCELLENT CONDITION - Full rea‚Ä¶ http://t.co/eNmwpiHN3H http://t.co/gGNm1vPOfK",FALSE,0,NA,2015-07-04 12:13:18,FALSE,NA,"617305179038294016",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Baarru__Xuijka",0,FALSE,FALSE,NA,NA
"184","Apple iPhone 5s - 16GB - Gold (U.S. Cellular) Smartphone - Full read by eBay http://t.co/lx725Zs7jW http://t.co/HzicbhcGGk",FALSE,0,NA,2015-07-04 12:13:18,FALSE,NA,"617305178472120320",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Tuuyha__Pauklu",0,FALSE,FALSE,NA,NA
"185","APPLE IPHONE 6+ | 6 | 5S | 5C | 5  AT&amp;T ATT PREMIUM FACTORY UNLOCK CODE SERVICE - Full rea‚Ä¶ http://t.co/BswmxkM8RL http://t.co/AR149NYdoF",FALSE,0,NA,2015-07-04 12:13:18,FALSE,NA,"617305178014920704",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Reofji__Toidju",0,FALSE,FALSE,NA,NA
"186","Apple iPhone 5s - 16GB - Gold (U.S. Cellular) Smartphone - Full read by eBay http://t.co/93Z4K9epsP http://t.co/V3xt28HRKw",FALSE,0,NA,2015-07-04 12:13:17,FALSE,NA,"617305176781770752",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Haijdo__Xeofzi",0,FALSE,FALSE,NA,NA
"187","SWAP iPHONE 6 or 6+ BAD ESN IMEI AT&amp;T VERIZON SPRINT T-MOBILE TO A NEW CLEAN ONE - Full re‚Ä¶ http://t.co/2TGpkR7m6S http://t.co/iqDt48v6Pq",FALSE,0,NA,2015-07-04 12:13:17,FALSE,NA,"617305175309594624",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Reofji__Toidju",0,FALSE,FALSE,NA,NA
"188","Life proof Fre Iphone 5 / 5s case Brand New, Black - Full read by eBay http://t.co/p4FTPFT5Ub http://t.co/xT0eHeZUpg",FALSE,0,NA,2015-07-04 12:13:17,FALSE,NA,"617305175162814465",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Tuuyha__Pauklu",0,FALSE,FALSE,NA,NA
"189","@coolstarorg good day my Tweaks Classic lock screen entradondo in this exid safe mode and like more help me ?iphone 4s iOS 8.4 thank you",FALSE,0,"coolstarorg",2015-07-04 12:13:17,FALSE,NA,"617305174407708672","379029313","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","89Kaua",0,FALSE,FALSE,NA,NA
"190","""TODAY, WE CELEBRATE OUR INDEPENDENCE!""

::: hurls iPhone into bonfire :::",FALSE,3,NA,2015-07-04 12:13:17,FALSE,NA,"617305173703028736",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Hormonella",1,FALSE,FALSE,NA,NA
"191","Life proof Fre Iphone 5 / 5s case Brand New, Black - Full read by eBay http://t.co/6MvGUHVITr http://t.co/2FD7rw7L4M",FALSE,0,NA,2015-07-04 12:13:17,FALSE,NA,"617305173598302208",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Haijdo__Xeofzi",0,FALSE,FALSE,NA,NA
"192","New eBay Deal! Philips PV7002i/37 TwinPlay 7"" Dual Screen In-Car Video Viewer for iPhone i‚Ä¶ http://t.co/xs1ToziJSO http://t.co/OGBUw9A4Ha",FALSE,0,NA,2015-07-04 12:13:16,FALSE,NA,"617305171387936768",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","joedealsallday",0,FALSE,FALSE,NA,NA
"193","2200mAh External Battery Backup Charger Case Cover Power Bank for iPhone 5 5S - Full read ‚Ä¶ http://t.co/7y7EbrrtOI http://t.co/EccDnJ6gq2",FALSE,0,NA,2015-07-04 12:13:16,FALSE,NA,"617305170557411328",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Tuuyha__Pauklu",0,FALSE,FALSE,NA,NA
"194","2200mAh External Battery Backup Charger Case Cover Power Bank for iPhone 5 5S - Full read ‚Ä¶ http://t.co/I2dxpffB5r http://t.co/yMG3sCDxHr",FALSE,0,NA,2015-07-04 12:13:16,FALSE,NA,"617305170117042176",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Haijdo__Xeofzi",0,FALSE,FALSE,NA,NA
"195","Apple iPhone 4s - 64GB - Black(AT&amp;T) Works great - Clean IMEI - Activation Ready - Full re‚Ä¶ http://t.co/dGRVLxf2Zw http://t.co/W20gDu1TW2",FALSE,0,NA,2015-07-04 12:13:16,FALSE,NA,"617305169659871232",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Baarru__Xuijka",0,FALSE,FALSE,NA,NA
"196","Iphone Factory Unlock service ATT6+ 6 5,5S,5C,4S,4,3 FAST PERMANENT I-PHONE CODE - Full re‚Ä¶ http://t.co/GZs3QFRh47 http://t.co/hoKVpP8eFS",FALSE,0,NA,2015-07-04 12:13:15,FALSE,NA,"617305168791642112",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Reofji__Toidju",0,FALSE,FALSE,NA,NA
"197","EARSON Outdoor Waterproof Shockproof Wireless Bluetooth Speaker For ipod iphone - Full rea‚Ä¶ http://t.co/foNqZOztEJ http://t.co/ZYFK7QCz19",FALSE,0,NA,2015-07-04 12:13:15,FALSE,NA,"617305167885660160",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Yionxu__Yoaspa",0,FALSE,FALSE,NA,NA
"198","Double USB Port Micro Car Charger 4 IPhone 6 5G 5 4S Galaxy S4 S5 NOTE 4 1A 2.1A http://t.co/2QKBIhSNHK http://t.co/nJQDIvomME",FALSE,0,NA,2015-07-04 12:13:15,FALSE,NA,"617305167130591232",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","everardoalarco5",0,FALSE,FALSE,NA,NA
"199","RT @TeensProAdvice: iPhone 7 Ì†ΩÌ∏± http://t.co/prnxRfaoAc",FALSE,0,NA,2015-07-04 12:13:15,FALSE,NA,"617305165176049665",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","____vindicated",11211,TRUE,FALSE,NA,NA
"200","I'm earning #mPOINTS in http://t.co/PQnVPyp1nd for iPhone. http://t.co/YCiKIEMAq4 @dictionarycom",FALSE,0,NA,2015-07-04 12:13:14,FALSE,NA,"617305162697342976",NA,"<a href=""http://www.getmpoints.com"" rel=""nofollow"">mPOINTS Mobile Rewards</a>","bcfishjedi",0,FALSE,FALSE,NA,NA
